257.5000	498.5000
275.5000	482.0000
297.5000	472.0000
323.0000	466.5000
350.5000	462.5000
376.0000	463.0000
407.0000	471.0000
431.5000	481.0000
455.0000	494.0000
481.5000	512.5000
790.5000	501.8333
809.1667	480.5000
833.8333	459.8333
860.5000	451.1667
892.5000	444.5000
924.5000	447.8333
955.1667	456.5000
979.8333	468.5000
1002.5000	486.5000
378.2500	480.2500
877.8333	480.2500
10
