55.0000	241.0000
68.1667	229.5000
80.8333	220.1667
94.8333	210.8333
110.1667	204.1667
128.8333	200.1667
148.1667	198.8333
168.1667	201.5000
189.5000	210.8333
203.5000	221.0000
220.0000	236.0000
472.5000	246.1667
480.8333	234.5000
491.5000	225.5000
503.5000	217.1667
517.1666	210.1667
533.5000	204.1667
552.5000	202.1667
571.1667	203.5000
589.5000	207.8333
604.1667	213.8333
617.0000	220.5000
627.1667	231.8333
157.5000	227.0000
542.0000	227.0000
